Dataset,Study
knownGene.uc002yah.2.1.inc,Brown and Thomson 2016
knownGene.uc002ydn.2.1.inc,Brown and Thomson 2016
knownGene.uc002yik.2.1,Brown and Thomson 2016
knownGene.uc002ymz.2.1,Brown and Thomson 2016
knownGene.uc002ypf.1.1.inc,Brown and Thomson 2016
knownGene.uc002yql.2.1.inc,Brown and Thomson 2016
knownGene.uc002yxx.1.1.inc,Brown and Thomson 2016
knownGene.uc002zac.2.1.inc,Brown and Thomson 2016
knownGene.uc002zmn.2.1.inc,Brown and Thomson 2016
knownGene.uc002znr.2.1.inc,Brown and Thomson 2016
knownGene.uc002zrp.2.1.inc,Brown and Thomson 2016
knownGene.uc003apm.3.1,Brown and Thomson 2016
knownGene.uc003aqo.2.1.inc,Brown and Thomson 2016
knownGene.uc003avn.1.1,Brown and Thomson 2016
knownGene.uc003axy.2.1.inc,Brown and Thomson 2016
knownGene.uc003ayr.3.1.inc,Brown and Thomson 2016
knownGene.uc003bkd.1.1,Brown and Thomson 2016
knownGene.uc003bsw.1.1.inc,Brown and Thomson 2016
knownGene.uc003cag.2.1.inc,Brown and Thomson 2016
knownGene.uc003cbi.2.1,Brown and Thomson 2016
knownGene.uc003ckt.1.1,Brown and Thomson 2016
knownGene.uc003cot.2.1.inc,Brown and Thomson 2016
knownGene.uc003dbf.1.1.inc,Brown and Thomson 2016
knownGene.uc003ddr.2.1.inc,Brown and Thomson 2016
knownGene.uc003dfc.2.1.inc,Brown and Thomson 2016
knownGene.uc003dhm.2.1.inc,Brown and Thomson 2016
knownGene.uc003dlz.1.1,Brown and Thomson 2016
knownGene.uc003dqf.1.1.inc,Brown and Thomson 2016
knownGene.uc003dtu.2.1,Brown and Thomson 2016
knownGene.uc003dvg.2.1.inc,Brown and Thomson 2016
knownGene.uc003edy.2.1.inc,Brown and Thomson 2016
knownGene.uc003ejz.2.1.inc,Brown and Thomson 2016
knownGene.uc003ekf.2.1.inc,Brown and Thomson 2016
knownGene.uc003enu.2.1.inc,Brown and Thomson 2016
knownGene.uc003ete.2.1.inc,Brown and Thomson 2016
knownGene.uc003evl.1.1.inc,Brown and Thomson 2016
knownGene.uc003eww.3.1.inc,Brown and Thomson 2016
knownGene.uc003fbe.2.1,Brown and Thomson 2016
knownGene.uc003ffm.1.1.inc,Brown and Thomson 2016
knownGene.uc003fhp.2.1.inc,Brown and Thomson 2016
knownGene.uc003fju.3.1,Brown and Thomson 2016
knownGene.uc003fnb.2.1.inc,Brown and Thomson 2016
knownGene.uc003gcw.2.1,Brown and Thomson 2016
knownGene.uc003ggx.1.1.inc,Brown and Thomson 2016
knownGene.uc003gql.1.1.inc,Brown and Thomson 2016
knownGene.uc003gqw.2.1,Brown and Thomson 2016
knownGene.uc003gtg.2.1.inc,Brown and Thomson 2016
knownGene.uc003gwb.1.1.inc,Brown and Thomson 2016
knownGene.uc003gyb.1.1.inc,Brown and Thomson 2016
knownGene.uc003hcj.1.1.inc,Brown and Thomson 2016
knownGene.uc003hgl.2.1.inc,Brown and Thomson 2016
knownGene.uc003hlq.1.1.inc,Brown and Thomson 2016
knownGene.uc003hsa.1.1,Brown and Thomson 2016
knownGene.uc003hxv.1.1.inc,Brown and Thomson 2016
knownGene.uc003ick.2.1.inc,Brown and Thomson 2016
knownGene.uc003ien.2.1.inc,Brown and Thomson 2016
knownGene.uc003ikl.2.1,Brown and Thomson 2016
knownGene.uc003imu.2.1.inc,Brown and Thomson 2016
knownGene.uc003ini.1.1.inc,Brown and Thomson 2016
knownGene.uc003ive.1.1,Brown and Thomson 2016
knownGene.uc003ivy.2.1.inc,Brown and Thomson 2016
knownGene.uc003iwa.1.1.inc,Brown and Thomson 2016
knownGene.uc003jiw.2.1,Brown and Thomson 2016
knownGene.uc003jjl.3.1.inc,Brown and Thomson 2016
knownGene.uc003jkn.2.1.inc,Brown and Thomson 2016
knownGene.uc003jnp.3.1,Brown and Thomson 2016
knownGene.uc003jpr.2.1,Brown and Thomson 2016
knownGene.uc003jrs.2.1.inc,Brown and Thomson 2016
knownGene.uc003kcv.2.1.inc,Brown and Thomson 2016
knownGene.uc003kgu.3.1.inc,Brown and Thomson 2016
knownGene.uc003kih.3.1.inc,Brown and Thomson 2016
knownGene.uc003kks.2.1.inc,Brown and Thomson 2016
knownGene.uc003klk.1.1.inc,Brown and Thomson 2016
knownGene.uc003koc.1.1.inc,Brown and Thomson 2016
knownGene.uc003kse.1.1,Brown and Thomson 2016
knownGene.uc003kvq.2.1,Brown and Thomson 2016
knownGene.uc003kxg.1.1.inc,Brown and Thomson 2016
knownGene.uc003kxm.2.1.inc,Brown and Thomson 2016
knownGene.uc003lbu.1.1.inc,Brown and Thomson 2016
knownGene.uc003lds.2.1.inc,Brown and Thomson 2016
knownGene.uc003lqv.1.1,Brown and Thomson 2016
knownGene.uc003lrs.2.1,Brown and Thomson 2016
knownGene.uc003lxg.1.1,Brown and Thomson 2016
knownGene.uc003lyi.1.1.inc,Brown and Thomson 2016
knownGene.uc003lzm.2.1,Brown and Thomson 2016
knownGene.uc003mbc.2.1.inc,Brown and Thomson 2016
knownGene.uc003mcn.1.1,Brown and Thomson 2016
knownGene.uc003mhq.1.1.inc,Brown and Thomson 2016
knownGene.uc003muc.2.1,Brown and Thomson 2016
knownGene.uc003mzw.3.1.inc,Brown and Thomson 2016
knownGene.uc003nas.1.1,Brown and Thomson 2016
knownGene.uc003nba.2.1,Brown and Thomson 2016
knownGene.uc003ncj.2.1.inc,Brown and Thomson 2016
knownGene.uc003ncp.1.1,Brown and Thomson 2016
knownGene.uc003ndb.1.1.inc,Brown and Thomson 2016
knownGene.uc003onj.1.1.inc,Brown and Thomson 2016
knownGene.uc003oxc.1.1.inc,Brown and Thomson 2016
knownGene.uc003pcw.3.1,Brown and Thomson 2016
knownGene.uc003pfp.2.1,Brown and Thomson 2016
knownGene.uc003phc.1.1.inc,Brown and Thomson 2016
knownGene.uc003phd.2.1,Brown and Thomson 2016
knownGene.uc003phz.2.1.inc,Brown and Thomson 2016
knownGene.uc003pmd.2.1,Brown and Thomson 2016
knownGene.uc003pmx.2.1.inc,Brown and Thomson 2016
knownGene.uc003pog.3.1,Brown and Thomson 2016
knownGene.uc003poz.2.1.inc,Brown and Thomson 2016
knownGene.uc003ppl.2.1.inc,Brown and Thomson 2016
knownGene.uc003prw.1.1,Brown and Thomson 2016
knownGene.uc003pst.3.1.inc,Brown and Thomson 2016
knownGene.uc003puw.3.1,Brown and Thomson 2016
knownGene.uc003pvr.2.1,Brown and Thomson 2016
knownGene.uc003pwu.2.1,Brown and Thomson 2016
knownGene.uc003pww.2.1.inc,Brown and Thomson 2016
knownGene.uc003qcy.2.1.inc,Brown and Thomson 2016
knownGene.uc003qox.1.1,Brown and Thomson 2016
knownGene.uc003qso.2.1.inc,Brown and Thomson 2016
knownGene.uc003qst.2.1,Brown and Thomson 2016
knownGene.uc003qwg.1.1.inc,Brown and Thomson 2016
knownGene.uc003qxr.2.1,Brown and Thomson 2016
knownGene.uc003sma.2.1,Brown and Thomson 2016
knownGene.uc003soj.2.1,Brown and Thomson 2016
knownGene.uc003tic.2.1,Brown and Thomson 2016
knownGene.uc003tkh.1.1.inc,Brown and Thomson 2016
knownGene.uc003ujt.2.1.inc,Brown and Thomson 2016
knownGene.uc003unz.2.1,Brown and Thomson 2016
knownGene.uc003vbf.2.1.inc,Brown and Thomson 2016
knownGene.uc003vbp.2.1,Brown and Thomson 2016
knownGene.uc003vcl.2.1.inc,Brown and Thomson 2016
knownGene.uc003vex.2.1.inc,Brown and Thomson 2016
knownGene.uc003vii.1.1.inc,Brown and Thomson 2016
knownGene.uc003vlw.1.1.inc,Brown and Thomson 2016
knownGene.uc003vuv.2.1.inc,Brown and Thomson 2016
knownGene.uc003wfa.2.1.inc,Brown and Thomson 2016
knownGene.uc003wlt.2.1.inc,Brown and Thomson 2016
knownGene.uc003wmg.2.1,Brown and Thomson 2016
knownGene.uc003xei.2.1.inc,Brown and Thomson 2016
knownGene.uc003xet.1.1,Brown and Thomson 2016
knownGene.uc003xma.2.1.inc,Brown and Thomson 2016
knownGene.uc003xrb.2.1.inc,Brown and Thomson 2016
knownGene.uc003xrt.2.1,Brown and Thomson 2016
knownGene.uc003xuf.2.1.inc,Brown and Thomson 2016
knownGene.uc003xxm.1.1.inc,Brown and Thomson 2016
knownGene.uc003xyi.1.1,Brown and Thomson 2016
knownGene.uc003xzj.2.1,Brown and Thomson 2016
knownGene.uc003yap.1.1.inc,Brown and Thomson 2016
knownGene.uc003yat.1.1.inc,Brown and Thomson 2016
knownGene.uc003yff.1.1,Brown and Thomson 2016
knownGene.uc003ygm.1.1,Brown and Thomson 2016
knownGene.uc003ygw.2.1.inc,Brown and Thomson 2016
knownGene.uc003ykq.2.1,Brown and Thomson 2016
knownGene.uc003ylz.2.1,Brown and Thomson 2016
knownGene.uc003ymk.2.1.inc,Brown and Thomson 2016
knownGene.uc003yor.1.1.inc,Brown and Thomson 2016
knownGene.uc003ytv.2.1.inc,Brown and Thomson 2016
knownGene.uc003ywb.2.1,Brown and Thomson 2016
knownGene.uc003zgx.3.1,Brown and Thomson 2016
knownGene.uc003zjj.1.1.inc,Brown and Thomson 2016
knownGene.uc003znw.1.1.inc,Brown and Thomson 2016
knownGene.uc003zqe.2.1.inc,Brown and Thomson 2016
knownGene.uc003zsw.2.1,Brown and Thomson 2016
knownGene.uc004ajm.1.1.inc,Brown and Thomson 2016
knownGene.uc004akb.2.1.inc,Brown and Thomson 2016
knownGene.uc004akn.2.1.inc,Brown and Thomson 2016
knownGene.uc004akt.2.1,Brown and Thomson 2016
knownGene.uc004apg.2.1.inc,Brown and Thomson 2016
knownGene.uc004aqr.2.1,Brown and Thomson 2016
knownGene.uc004ari.1.1.inc,Brown and Thomson 2016
knownGene.uc004arx.2.1.inc,Brown and Thomson 2016
knownGene.uc004azg.2.1.inc,Brown and Thomson 2016
knownGene.uc004bco.1.1.inc,Brown and Thomson 2016
knownGene.uc004bfm.2.1,Brown and Thomson 2016
knownGene.uc004buc.1.1.inc,Brown and Thomson 2016
knownGene.uc004bvp.3.1.inc,Brown and Thomson 2016
knownGene.uc004cfn.3.1.inc,Brown and Thomson 2016
knownGene.uc004cud.1.1.inc,Brown and Thomson 2016
knownGene.uc004cvk.2.1,Brown and Thomson 2016
knownGene.uc004cvx.2.1.inc,Brown and Thomson 2016
knownGene.uc004dan.2.1.inc,Brown and Thomson 2016
knownGene.uc004deq.3.1.inc,Brown and Thomson 2016
knownGene.uc004dey.1.1.inc,Brown and Thomson 2016
knownGene.uc004dff.2.1.inc,Brown and Thomson 2016
knownGene.uc004elx.2.1.inc,Brown and Thomson 2016
knownGene.uc004eoy.1.1.inc,Brown and Thomson 2016
knownGene.uc004eya.2.1.inc,Brown and Thomson 2016
knownGene.uc009vlh.2.1.inc,Brown and Thomson 2016
knownGene.uc009vod.1.1.inc,Brown and Thomson 2016
knownGene.uc009vsn.1.1.inc,Brown and Thomson 2016
knownGene.uc009vvl.1.1.inc,Brown and Thomson 2016
knownGene.uc009vxh.1.1.inc,Brown and Thomson 2016
knownGene.uc009vzc.1.1.inc,Brown and Thomson 2016
knownGene.uc009vzl.2.1.inc,Brown and Thomson 2016
knownGene.uc009wal.1.1,Brown and Thomson 2016
knownGene.uc009wbz.1.1,Brown and Thomson 2016
knownGene.uc009wdy.1.1.inc,Brown and Thomson 2016
knownGene.uc009wlo.2.1.inc,Brown and Thomson 2016
knownGene.uc009xar.2.1,Brown and Thomson 2016
knownGene.uc009xaw.1.1.inc,Brown and Thomson 2016
knownGene.uc009xbj.1.1.inc,Brown and Thomson 2016
knownGene.uc009xdt.1.1.inc,Brown and Thomson 2016
knownGene.uc009xfw.2.1,Brown and Thomson 2016
knownGene.uc009xhh.2.1.inc,Brown and Thomson 2016
knownGene.uc009xlc.2.1.inc,Brown and Thomson 2016
knownGene.uc009xma.2.1.inc,Brown and Thomson 2016
knownGene.uc009xpd.2.1,Brown and Thomson 2016
knownGene.uc009xro.2.1.inc,Brown and Thomson 2016
knownGene.uc009xrp.1.1,Brown and Thomson 2016
knownGene.uc009xty.1.1,Brown and Thomson 2016
knownGene.uc009xyb.2.1.inc,Brown and Thomson 2016
knownGene.uc009yah.2.1.inc,Brown and Thomson 2016
knownGene.uc009ygy.1.1.inc,Brown and Thomson 2016
knownGene.uc009yle.1.1,Brown and Thomson 2016
knownGene.uc009ylh.1.1.inc,Brown and Thomson 2016
knownGene.uc009yse.1.1,Brown and Thomson 2016
knownGene.uc009yxm.2.1.inc,Brown and Thomson 2016
knownGene.uc009zag.2.1.inc,Brown and Thomson 2016
knownGene.uc009zbc.2.1,Brown and Thomson 2016
knownGene.uc009zfq.1.1.inc,Brown and Thomson 2016
knownGene.uc009zhy.2.1,Brown and Thomson 2016
knownGene.uc009zir.2.1,Brown and Thomson 2016
knownGene.uc009zka.2.1.inc,Brown and Thomson 2016
knownGene.uc009zkb.2.1,Brown and Thomson 2016
knownGene.uc009zln.2.1,Brown and Thomson 2016
knownGene.uc009zls.1.1.inc,Brown and Thomson 2016
knownGene.uc009zqm.1.1.inc,Brown and Thomson 2016
knownGene.uc009ztc.1.1.inc,Brown and Thomson 2016
knownGene.uc009ztw.1.1.inc,Brown and Thomson 2016
knownGene.uc009zua.2.1.inc,Brown and Thomson 2016
knownGene.uc009zvv.2.1,Brown and Thomson 2016
knownGene.uc009zwa.1.1.inc,Brown and Thomson 2016
knownGene.uc009zyi.2.1,Brown and Thomson 2016
knownGene.uc010aam.2.1.inc,Brown and Thomson 2016
knownGene.uc010abk.2.1,Brown and Thomson 2016
knownGene.uc010acc.1.1.inc,Brown and Thomson 2016
knownGene.uc010aey.1.1,Brown and Thomson 2016
knownGene.uc010agg.1.1.inc,Brown and Thomson 2016
knownGene.uc010apl.1.1.inc,Brown and Thomson 2016
knownGene.uc010aqz.2.1.inc,Brown and Thomson 2016
knownGene.uc010asr.2.1.inc,Brown and Thomson 2016
knownGene.uc010asu.2.1,Brown and Thomson 2016
knownGene.uc010atq.1.1.inc,Brown and Thomson 2016
knownGene.uc010bcr.2.1.inc,Brown and Thomson 2016
knownGene.uc010bfs.2.1,Brown and Thomson 2016
knownGene.uc010bgv.2.1.inc,Brown and Thomson 2016
knownGene.uc010bjz.1.1,Brown and Thomson 2016
knownGene.uc010bnq.1.1.inc,Brown and Thomson 2016
knownGene.uc010cjw.2.1.inc,Brown and Thomson 2016
knownGene.uc010cpm.1.1,Brown and Thomson 2016
knownGene.uc010cyo.1.1.inc,Brown and Thomson 2016
knownGene.uc010dbu.2.1,Brown and Thomson 2016
knownGene.uc010ddd.2.1.inc,Brown and Thomson 2016
knownGene.uc010ddg.1.1.inc,Brown and Thomson 2016
knownGene.uc010dhx.1.1.inc,Brown and Thomson 2016
knownGene.uc010dim.1.1.inc,Brown and Thomson 2016
knownGene.uc010dlr.1.1.inc,Brown and Thomson 2016
knownGene.uc010dmd.1.1.inc,Brown and Thomson 2016
knownGene.uc010dok.1.1.inc,Brown and Thomson 2016
knownGene.uc010dqv.2.1,Brown and Thomson 2016
knownGene.uc010dra.2.1,Brown and Thomson 2016
knownGene.uc010eaj.1.1,Brown and Thomson 2016
knownGene.uc010edk.1.1.inc,Brown and Thomson 2016
knownGene.uc010eyf.2.1,Brown and Thomson 2016
knownGene.uc010ezy.1.1,Brown and Thomson 2016
knownGene.uc010fbt.1.1,Brown and Thomson 2016
knownGene.uc010fbw.2.1,Brown and Thomson 2016
knownGene.uc010fiw.1.1.inc,Brown and Thomson 2016
knownGene.uc010flx.1.1.inc,Brown and Thomson 2016
knownGene.uc010fme.1.1.inc,Brown and Thomson 2016
knownGene.uc010fnk.2.1,Brown and Thomson 2016
knownGene.uc010fnp.2.1.inc,Brown and Thomson 2016
knownGene.uc010fpv.2.1.inc,Brown and Thomson 2016
knownGene.uc010frj.1.1.inc,Brown and Thomson 2016
knownGene.uc010fss.2.1,Brown and Thomson 2016
knownGene.uc010fxf.1.1.inc,Brown and Thomson 2016
knownGene.uc010fyp.1.1.inc,Brown and Thomson 2016
knownGene.uc010gcv.1.1.inc,Brown and Thomson 2016
knownGene.uc010gez.1.1.inc,Brown and Thomson 2016
knownGene.uc010gky.1.1.inc,Brown and Thomson 2016
knownGene.uc010grd.1.1,Brown and Thomson 2016
knownGene.uc010gxc.2.1.inc,Brown and Thomson 2016
knownGene.uc010gyc.1.1.inc,Brown and Thomson 2016
knownGene.uc010het.1.1.inc,Brown and Thomson 2016
knownGene.uc010hxf.1.1.inc,Brown and Thomson 2016
knownGene.uc010hxv.2.1.inc,Brown and Thomson 2016
knownGene.uc010iid.2.1.inc,Brown and Thomson 2016
knownGene.uc010iig.1.1.inc,Brown and Thomson 2016
knownGene.uc010ike.1.1.inc,Brown and Thomson 2016
knownGene.uc010iml.2.1,Brown and Thomson 2016
knownGene.uc010imr.2.1,Brown and Thomson 2016
knownGene.uc010imv.1.1.inc,Brown and Thomson 2016
knownGene.uc010iny.1.1.inc,Brown and Thomson 2016
knownGene.uc010ipi.2.1.inc,Brown and Thomson 2016
knownGene.uc010ips.1.1.inc,Brown and Thomson 2016
knownGene.uc010iqr.2.1,Brown and Thomson 2016
knownGene.uc010isn.2.1.inc,Brown and Thomson 2016
knownGene.uc010ium.1.1.inc,Brown and Thomson 2016
knownGene.uc010ivg.2.1.inc,Brown and Thomson 2016
knownGene.uc010iwd.2.1,Brown and Thomson 2016
knownGene.uc010iwu.1.1,Brown and Thomson 2016
knownGene.uc010izo.2.1,Brown and Thomson 2016
knownGene.uc010izx.2.1.inc,Brown and Thomson 2016
knownGene.uc010jbf.1.1.inc,Brown and Thomson 2016
knownGene.uc010jbq.1.1.inc,Brown and Thomson 2016
knownGene.uc010jbw.1.1.inc,Brown and Thomson 2016
knownGene.uc010jca.2.1,Brown and Thomson 2016
knownGene.uc010jcp.2.1,Brown and Thomson 2016
knownGene.uc010jgl.2.1,Brown and Thomson 2016
knownGene.uc010jwd.2.1,Brown and Thomson 2016
knownGene.uc010kas.1.1.inc,Brown and Thomson 2016
knownGene.uc010kbo.2.1,Brown and Thomson 2016
knownGene.uc010kdy.1.1.inc,Brown and Thomson 2016
knownGene.uc010kit.1.1.inc,Brown and Thomson 2016
knownGene.uc010kjn.2.1.inc,Brown and Thomson 2016
knownGene.uc010ksv.2.1,Brown and Thomson 2016
knownGene.uc010ktm.1.1.inc,Brown and Thomson 2016
knownGene.uc010ktv.2.1,Brown and Thomson 2016
knownGene.uc010kwm.2.1.inc,Brown and Thomson 2016
knownGene.uc010kzx.1.1.inc,Brown and Thomson 2016
knownGene.uc010lem.2.1.inc,Brown and Thomson 2016
knownGene.uc010lew.1.1.inc,Brown and Thomson 2016
knownGene.uc010ljj.1.1,Brown and Thomson 2016
knownGene.uc010lkl.2.1,Brown and Thomson 2016
knownGene.uc010lmk.2.1.inc,Brown and Thomson 2016
knownGene.uc010lsp.1.1,Brown and Thomson 2016
knownGene.uc010luc.1.1.inc,Brown and Thomson 2016
knownGene.uc010luh.1.1.inc,Brown and Thomson 2016
knownGene.uc010lvt.2.1.inc,Brown and Thomson 2016
knownGene.uc010lxh.1.1.inc,Brown and Thomson 2016
knownGene.uc010lyc.1.1,Brown and Thomson 2016
knownGene.uc010lzq.2.1,Brown and Thomson 2016
knownGene.uc010men.2.1.inc,Brown and Thomson 2016
knownGene.uc010mgw.1.1.inc,Brown and Thomson 2016
knownGene.uc010mgy.1.1,Brown and Thomson 2016
knownGene.uc010mkh.1.1,Brown and Thomson 2016
knownGene.uc010mom.1.1.inc,Brown and Thomson 2016
knownGene.uc010mpr.2.1,Brown and Thomson 2016
knownGene.uc010mrn.2.1,Brown and Thomson 2016
knownGene.uc010muc.1.1.inc,Brown and Thomson 2016
knownGene.uc010mvb.2.1.inc,Brown and Thomson 2016
knownGene.uc010ncl.1.1.inc,Brown and Thomson 2016
knownGene.uc010nfi.1.1.inc,Brown and Thomson 2016
knownGene.uc010nfz.2.1.inc,Brown and Thomson 2016
knownGene.uc010nlr.1.1.inc,Brown and Thomson 2016
knownGene.uc010npj.2.1,Brown and Thomson 2016
knownGene.uc010odd.1.1,Brown and Thomson 2016
knownGene.uc010oif.1.1.inc,Brown and Thomson 2016
knownGene.uc010olv.1.1,Brown and Thomson 2016
knownGene.uc010ooi.1.1.inc,Brown and Thomson 2016
knownGene.uc010oox.1.1,Brown and Thomson 2016
knownGene.uc010otv.1.1,Brown and Thomson 2016
knownGene.uc010oty.1.1.inc,Brown and Thomson 2016
knownGene.uc010oug.1.1.inc,Brown and Thomson 2016
knownGene.uc010ozr.1.1.inc,Brown and Thomson 2016
knownGene.uc010pgr.1.1,Brown and Thomson 2016
knownGene.uc010pmj.1.1,Brown and Thomson 2016
knownGene.uc010pmt.1.1.inc,Brown and Thomson 2016
knownGene.uc010pmz.1.1.inc,Brown and Thomson 2016
knownGene.uc010pna.1.1.inc,Brown and Thomson 2016
knownGene.uc010pnt.1.1,Brown and Thomson 2016
knownGene.uc010pox.1.1.inc,Brown and Thomson 2016
knownGene.uc010prg.1.1.inc,Brown and Thomson 2016
knownGene.uc010psd.1.1.inc,Brown and Thomson 2016
knownGene.uc010psm.1.1,Brown and Thomson 2016
knownGene.uc010psp.1.1,Brown and Thomson 2016
knownGene.uc010pud.1.1.inc,Brown and Thomson 2016
knownGene.uc010pug.1.1.inc,Brown and Thomson 2016
knownGene.uc010pvh.1.1,Brown and Thomson 2016
knownGene.uc010qdg.1.1.inc,Brown and Thomson 2016
knownGene.uc010qix.1.1.inc,Brown and Thomson 2016
knownGene.uc010qja.1.1.inc,Brown and Thomson 2016
knownGene.uc010qjj.1.1,Brown and Thomson 2016
knownGene.uc010qke.1.1.inc,Brown and Thomson 2016
knownGene.uc010qky.1.1.inc,Brown and Thomson 2016
knownGene.uc010qmh.1.1.inc,Brown and Thomson 2016
knownGene.uc010qnw.1.1.inc,Brown and Thomson 2016
knownGene.uc010qpj.1.1.inc,Brown and Thomson 2016
knownGene.uc010qql.1.1,Brown and Thomson 2016
knownGene.uc010qrg.1.1,Brown and Thomson 2016
knownGene.uc010rjq.1.1.inc,Brown and Thomson 2016
knownGene.uc010rql.1.1.inc,Brown and Thomson 2016
knownGene.uc010rry.1.1.inc,Brown and Thomson 2016
knownGene.uc010rrz.1.1.inc,Brown and Thomson 2016
knownGene.uc010rwd.1.1,Brown and Thomson 2016
knownGene.uc010rzq.1.1.inc,Brown and Thomson 2016
knownGene.uc010sap.1.1,Brown and Thomson 2016
knownGene.uc010sca.1.1.inc,Brown and Thomson 2016
knownGene.uc010scv.1.1.inc,Brown and Thomson 2016
knownGene.uc010sfq.1.1,Brown and Thomson 2016
knownGene.uc010sgn.1.1.inc,Brown and Thomson 2016
knownGene.uc010sjn.1.1.inc,Brown and Thomson 2016
knownGene.uc010skn.1.1.inc,Brown and Thomson 2016
knownGene.uc010skp.1.1.inc,Brown and Thomson 2016
knownGene.uc010suo.1.1,Brown and Thomson 2016
knownGene.uc010swg.1.1.inc,Brown and Thomson 2016
knownGene.uc010sws.1.1,Brown and Thomson 2016
knownGene.uc010szb.1.1,Brown and Thomson 2016
knownGene.uc010szf.1.1,Brown and Thomson 2016
knownGene.uc010tdk.1.1.inc,Brown and Thomson 2016
knownGene.uc010tet.1.1.inc,Brown and Thomson 2016
knownGene.uc010tfm.1.1.inc,Brown and Thomson 2016
knownGene.uc010thq.1.1.inc,Brown and Thomson 2016
knownGene.uc010tpn.1.1,Brown and Thomson 2016
knownGene.uc010tpu.1.1,Brown and Thomson 2016
knownGene.uc010trf.1.1.inc,Brown and Thomson 2016
knownGene.uc010ttz.1.1,Brown and Thomson 2016
knownGene.uc010twu.1.1.inc,Brown and Thomson 2016
knownGene.uc010ubk.1.1,Brown and Thomson 2016
knownGene.uc010ugd.1.1,Brown and Thomson 2016
knownGene.uc010ujk.1.1.inc,Brown and Thomson 2016
knownGene.uc010ujq.1.1.inc,Brown and Thomson 2016
knownGene.uc010usd.1.1,Brown and Thomson 2016
knownGene.uc010vaw.1.1,Brown and Thomson 2016
knownGene.uc010vnn.1.1,Brown and Thomson 2016
knownGene.uc010vpv.1.1.inc,Brown and Thomson 2016
knownGene.uc010vww.1.1,Brown and Thomson 2016
knownGene.uc010wdc.1.1,Brown and Thomson 2016
knownGene.uc010wee.1.1.inc,Brown and Thomson 2016
knownGene.uc010wel.1.1,Brown and Thomson 2016
knownGene.uc010weq.1.1,Brown and Thomson 2016
knownGene.uc010wfj.1.1.inc,Brown and Thomson 2016
